ticker,earnings_date,sector,beta,eps_estimate,quarter,day_of_week,eps_surprise_avg,beat_rate_last_8,rsi_14,macd_diff,sma_ratio_20_50,price_return_30d,price_return_7d_before_cutoff,price_return_90d,volatility_30d,volume_avg_30d,volume_trend,price_to_avg_30d,spy_return,relative_return_30d,beat
NVDA,2020-05-21,Technology,2.211,0.04,2,3,0.06250000000000001,0.25,63.521072523935125,0.03446187088555447,1.10795566185601,0.25736835371369593,0.002389741219670727,0.3396075614048748,0.035548181421506106,0.6320907901221979,0.858106093339919,1.1174201572204827,0.1315968545577595,0.12577149915593644,1
NVDA,2020-02-13,Technology,2.211,0.04,1,3,0.0,0.25,61.431267423651136,-0.011347661926869868,1.0534265534635952,0.06550154697617772,-0.015003141862115377,0.46169701682940856,0.018007585601237046,0.5769621594663675,1.1155118753348907,1.0426006301940887,0.03969101739864089,0.025810529577536823,1
NVDA,2019-11-14,Technology,2.211,0.04,4,3,0.0,0.25,66.76958734007303,0.007332351922636343,1.0717191590442374,0.2129712281602123,0.035661400906798146,0.2813898563068502,0.02037297904993822,0.4896167984693622,0.8892029390502582,1.0832535190924695,0.043263252391390505,0.1697079757688218,0
NVDA,2019-08-15,Technology,2.211,0.03,3,3,0.0,0.375,43.95174883679829,-0.06398750116317453,1.057808699721345,-0.030447799215381988,-0.015176227689737365,-0.13420398751288654,0.02191525856282533,0.5514073381086834,0.9099840387566923,0.9563559550683115,0.007272713780182016,-0.037720512995564004,0
NVDA,2019-05-16,Technology,2.211,0.02,2,3,0.06250000000000001,0.375,35.923772876561856,-0.05614735622989055,1.036962691517896,-0.03983092585956116,-0.04244675846372703,0.2761450864796602,0.017691727368460742,0.5185165579578391,1.057831824429593,0.9231893269660372,0.021196605726339524,-0.061027531585900685,0
NVDA,2019-02-14,Technology,2.211,0.02,1,3,0.14583333333333337,0.5,50.03831462596855,0.01766933356740499,1.0138910893806747,0.10758805431592555,-0.12451414294232155,-0.47488604849446825,0.041831706303928635,0.296401924777798,1.299365610497132,1.023614913693432,0.09732714402204579,0.010260910293879766,0
NVDA,2018-11-15,Technology,2.211,0.05,4,3,0.14583333333333337,0.5,38.8514969729432,0.03376973615815676,0.8730124258712734,-0.26699148133184536,-0.08818424622297194,-0.15089740368648963,0.04192988116805844,0.5737110354586082,1.0382111073450853,0.8731732858498781,-0.03515420525835666,-0.2318372760734887,0
NVDA,2018-08-16,Technology,2.211,0.05,3,3,0.27083333333333337,0.5,57.035845294377964,0.0239433502039906,0.9945889459477985,0.06476813945032123,-0.011787817430343073,0.13427613561162244,0.014520110791867992,0.7436247769564109,0.8978623630554908,1.0292875976694622,0.05234601584065923,0.012422123609661995,0
NVDA,2018-05-10,Technology,2.211,0.04,2,3,0.20833333333333331,0.375,53.79043689528292,0.019477403473308084,0.9685760664722314,-0.03663442395819505,-0.06406289833967227,0.19390967890465327,0.0307700796138649,0.40877596404069083,0.6747788061318505,1.023461535647695,-0.0039824471880598455,-0.032651976770135205,1
NVDA,2018-02-08,Technology,2.211,0.03,1,3,0.24999999999999994,0.25,66.00882379194536,0.01737014290509209,1.090204571595646,0.22635215240748074,0.057493967247506106,0.4074093159615231,0.018485508566049382,0.5323878908732588,1.0607294521579376,1.0951064527406256,0.05393512348770768,0.17241702891977306,1
NVDA,2017-11-09,Technology,2.211,0.03,4,3,0.24999999999999994,0.25,72.47033171702242,0.010930264901059694,1.0763822533031444,0.1505026160432299,-0.021573242528636682,0.35829458045083107,0.01469739710461262,0.48942023062845363,0.8661269933701361,1.0834021329388486,0.03267317898433553,0.11782943705889437,0
NVDA,2017-08-10,Technology,2.211,0.02,3,3,0.12499999999999997,0.125,60.660936066247714,-0.014719477806752465,1.055256414100146,0.05120886636338651,0.018325737400533004,0.5475463271767524,0.023038124367582683,0.5661705859381466,0.7283558866040435,1.0541420803469912,0.016965658184512344,0.03424320817887416,1
NVDA,2017-05-09,Technology,2.211,0.02,2,1,0.12499999999999997,0.125,51.07480391106445,0.016344143863653085,0.9822968460598945,-0.022943951378160854,0.0579588414499177,-0.02097126593379417,0.020033182364999673,0.4003677133807396,0.7504538493497839,1.0007641227024084,0.021563529697170347,-0.0445074810753312,0
NVDA,2017-02-09,Technology,2.211,0.02,1,3,0.0,0.0,66.9079139975975,0.012897182779750646,1.0488067052400762,0.097175859503289,0.04215433739476482,0.7961257289096557,0.028372903722453185,0.35048486400750833,0.5810791172229938,1.0773872716276345,0.006051405129524845,0.09112445437376415,1
NVDA,2016-11-10,Technology,2.211,0.02,4,3,0.0,0.0,50.516901515861136,-0.005815690272942889,1.0400465456734065,0.046342865794503085,0.09983234956513876,0.4594901842035177,0.015853962883416707,0.6780180210640204,1.0475904335424417,1.0015863303087558,-0.03338107055991191,0.07972393635441499,0
NVDA,2016-08-11,Technology,2.211,0.01,3,3,0.0,0.0,72.3274327730329,-0.0012417981259706598,1.0935169241514897,0.18024355944935833,0.05833477689988742,0.6045474552501662,0.018335081206705354,0.3689063926850902,0.8996059985950338,1.100238456576813,0.02656378960824668,0.15367976984111165,0
NVDA,2016-05-12,Technology,2.211,0.01,2,3,0.0,0.0,44.69484862960964,-0.008321370032346054,1.0456328021571841,0.014211293869323516,0.009196696313059638,0.05906497394445287,0.012935373829598053,0.6032960288900215,0.9263557011856146,0.9724785554452756,0.009107923319726874,0.005103370549596642,0
NVDA,2016-02-17,Technology,2.211,0.01,1,2,0.0,0.0,29.216319607928895,-0.005635074188983069,0.9081363665224277,-0.24495247523299668,-0.013707919876367769,0.029297020636766202,0.025158632645482043,0.4733352981909049,0.9702594464922785,0.8750360579011833,-0.10670233589522293,-0.13825013933777375,0
NVDA,2015-11-05,Technology,2.211,0.01,4,3,0.0,0.0,62.310733268543416,-0.0011982439353409625,1.1099706781269216,0.1884937127533186,0.040228031229172734,0.323011108867844,0.017687079718806186,0.589956894955686,0.8536224269971059,1.066735369456962,0.06845746868495195,0.12003624406836666,0
NVDA,2015-08-06,Technology,2.211,0.01,3,3,0.0,0.0,48.665303623145164,0.001973862248090744,0.9535013018149976,-0.08751129527002033,-0.02364182577201468,-0.10211287390093549,0.013890471218757304,0.481175662850104,0.7299877316748012,0.9905497882668947,-0.004392408548964943,-0.08311888672105539,0
NVDA,2015-05-07,Technology,2.211,0.01,2,3,0.0,0.0,50.93999570390971,-0.0002473731499547196,0.9966134245500602,-0.043927245489654654,-0.010642697360036202,0.09135600103991148,0.01747914006931657,0.5520989693153836,0.7880073071458331,1.0056019592164787,-0.0005226176983200714,-0.04340462779133458,0
NVDA,2015-02-11,Technology,2.211,0.01,1,2,0.0,0.0,52.56836392683826,0.00010804339456075315,0.9847861827417805,-0.029836811562806487,0.0015308447969042405,0.09139169675223924,0.018175495026430403,0.5105806802477828,1.2049441530301814,1.0073618378432014,-0.01643606433744882,-0.013400747225357668,0
NVDA,2014-11-06,Technology,2.211,0.01,4,3,0.0,0.0,56.52308744557113,0.0043287621310948345,0.9618166748222372,-0.020440397603914695,0.0655153965280113,0.008741114864707855,0.018512024662474008,0.41245207624601765,0.7653822703179881,1.0283543586860253,-0.006577617571755789,-0.013862780032158906,0
NVDA,2014-08-07,Technology,2.211,0.01,3,3,0.0,0.0,33.034416547108435,-0.0028922956519792167,0.9886192443414327,-0.08568462821338896,-0.06272697603304755,-0.04712186457603451,0.014908714307576306,0.5132188361487994,1.072167236150739,0.9415013422726141,-0.012544709998061676,-0.07313991821532728,0
NVDA,2014-05-08,Technology,2.211,0.01,2,3,,,51.103898879040045,-0.000927085766799402,1.0086603578236328,0.0,0.053532294409781356,0.18890019791513035,0.015989872406455472,0.5218494770461028,0.6991046358977234,1.0038379752923672,0.00751676282347713,-0.00751676282347713,0
MSFT,2026-04-29,Technology,1.13,4.06,2,2,0.08473839195536417,1.0,73.09688295859151,7.25897986482942,0.9830027171519662,0.06925508944221881,0.05261610983262832,-0.10251280948068642,0.0179657428439394,0.6450550473388761,1.0855055018151734,1.114227256706686,0.054444330031123034,0.014810759411095775,1
MSFT,2026-01-28,Technology,1.13,3.92,1,2,0.07952188227456877,1.0,26.017311621704977,-2.9507813676756838,0.983647498311655,-0.09553589248470307,-0.01331628235302773,-0.12739523121104412,0.011132950534385769,0.3347634892378321,1.1135116352230432,0.9307834218671175,0.005551754682875165,-0.10108764716757823,1
MSFT,2025-10-29,Technology,1.13,3.66,4,2,0.06269136903506288,1.0,56.619176292506005,-0.19162626088674362,1.0100145480290632,0.03898122427442763,-0.007306376163982109,0.08819067432132655,0.009447835668632023,0.3610492287306182,0.901429873392778,1.0113221785366386,0.018279866444367965,0.020701357830059663,1
MSFT,2025-07-30,Technology,1.13,3.38,3,2,0.04357129496993389,1.0,65.56666639741118,-1.1667379486368432,1.0451082010339883,0.07421633283856433,0.01399244964684021,0.304299741788975,0.007638298381510776,0.49296203447927145,0.8537026200034119,1.0244838510896432,0.05472724893585901,0.019489083902705318,1
MSFT,2025-04-30,Technology,1.13,3.22,2,2,0.03374057149867156,1.0,47.36254429107546,-0.02969958134096906,0.9688970832042315,-0.023168962544378946,0.03939858060145407,-0.16447869352559907,0.025913757686198767,0.5033006114691786,0.9946840424078764,0.9856717647873231,-0.039077664348841856,0.01590870180446291,1
MSFT,2025-01-29,Technology,1.13,3.12,1,2,0.03936690214756541,0.875,63.680490798503186,1.6337559923362261,0.9954666022489141,0.005929062052847156,-0.01022536177490252,0.04705653286713973,0.014165877192778719,0.31680886721430607,0.9968918396546838,1.0290194659661,0.0011041308986430298,0.004824931154204126,1
MSFT,2024-10-30,Technology,1.13,3.11,4,2,0.05616906194857254,0.875,54.929126498780356,0.8078727112609076,0.9985198788048404,-0.005620540984950129,0.00644120718662422,-0.051307302572765834,0.009489577473499168,0.3308164950970174,0.9334890821208038,1.001625385813353,0.036975763201343215,-0.04259630418629334,1
MSFT,2024-07-30,Technology,1.13,2.94,3,1,0.06904421200859653,0.75,48.374645433493804,-3.0199516234551718,1.0331010842216597,0.0396849729257307,-0.014779650691178592,0.04805138213001792,0.010931335004775165,0.5204921349475875,1.0209318248447286,0.9897712174810644,0.037163039003609066,0.002521933922121633,1
MSFT,2024-04-25,Technology,1.13,2.84,2,3,0.08490507223723295,0.75,36.842119216306735,-2.4455139332148237,1.0141322980496215,-0.011903154483940193,-0.0030854885711634195,0.08226900027275641,0.011878736536450094,0.43075309986638544,0.8789921949940022,0.9641713320794056,-0.026685609825282675,0.014782455341342482,1
MSFT,2024-01-30,Technology,1.13,2.77,1,1,0.07046463902423655,0.75,73.44437829580298,1.9454092508538965,1.013660781215696,0.06592190855288593,0.04821903617835921,0.18012861918637024,0.009009631674075716,0.317847460095649,0.9841335152488261,1.054654828070074,0.05785692253252028,0.00806498602036565,1
MSFT,2023-10-24,Technology,1.13,2.65,4,1,0.042718171655127646,0.75,57.179148086719636,1.591234502548838,0.9916188311037272,-0.0024634200155007058,0.05158792476654539,0.018277964709564554,0.01354625342905374,0.5569763286075475,0.975628598797305,1.0192537615052084,-0.01941190614231536,0.016948486126814655,1
MSFT,2023-07-25,Technology,1.13,2.55,3,1,0.02244246311843784,0.75,70.36650218671518,1.0929895063613042,1.0276449658360303,0.07010187066030493,-0.011969762870629785,0.42785303872188285,0.015863096338448485,0.41120181777177756,1.0933464008928413,1.0668245627654884,0.0673779759487576,0.0027238947115473255,1
MSFT,2023-04-25,Technology,1.13,2.23,2,1,5.151326112024738e-05,0.75,60.36024743272479,-0.5956452647249755,1.053669705783747,0.13464511412561886,0.03165685291130749,0.18301061699972232,0.016109085529448564,0.43624331318779835,0.8066074391332305,1.0442198517720205,0.04399244888504694,0.09065266524057192,1
MSFT,2023-01-24,Technology,1.13,2.32,1,1,0.01729289257146509,0.875,52.82044707705046,0.784762957033994,0.9836029904144813,-0.05752486174925919,-0.05076795360389996,-0.06766448555484184,0.01849254323679679,0.34315381756521335,1.0866689252740536,0.997365101806056,-0.01797335034890135,-0.03955151140035784,0
MSFT,2022-10-25,Technology,1.13,2.31,4,1,0.035800426703999216,0.875,47.2326696039511,0.9031467872300425,0.9256372912229852,-0.07590367719746349,-0.034736810159623044,-0.055273972666785354,0.023117402462063653,0.6733822462661196,1.0040627783242795,0.9840070020146592,-0.06316410116538151,-0.012739576032081978,1
MSFT,2022-07-26,Technology,1.13,2.29,3,1,0.07343872794616498,1.0,49.77309217233332,-0.18236869202026273,0.9959867613191502,-0.03430685795629196,0.016329637599626468,-0.08913302398304235,0.021598286557975032,0.5923240375875856,0.9149396520188632,1.0042901627050316,-0.04328778051416626,0.008980922557874305,0
MSFT,2022-04-26,Technology,1.13,2.2,2,1,0.09504240516781971,1.0,42.42240881368067,-2.7595498776350915,1.0138880298290378,0.03425788245671013,-0.05381395746134787,-0.14172909397641054,0.020868926124300278,0.6212661399446977,0.9284155678055606,0.9642739461625268,0.07248658935644814,-0.03822870689973801,1
MSFT,2022-01-25,Technology,1.13,2.32,1,1,0.13725224536966998,1.0,33.421079831276444,-2.527082301087839,0.9826520634825717,-0.07216657250616221,-0.08162026112042775,0.025341152363107078,0.01902718406427753,0.6487538996264596,1.2288928405336312,0.9253068986857236,-0.0015177452182938422,-0.07064882728786837,1
MSFT,2021-10-26,Technology,1.13,2.08,4,1,0.15796409400490571,1.0,65.61691355603107,1.9819045962763366,0.9930607371467124,0.0267147879331604,0.04366454086457483,0.18827243934047244,0.014004615233333524,0.5727276305856963,0.8889282859618346,1.041348273044215,0.0026031244010036314,0.02411166353215677,1
MSFT,2021-07-27,Technology,1.13,1.93,3,1,0.14329936876758487,1.0,64.88422248968332,-0.42161210987447273,1.0554275108184341,0.10591129717817305,0.02369890941326558,0.18755052131166194,0.00840284598264486,0.6406253752018249,1.0403662926609716,1.0377844622831411,0.024131521910556675,0.08177977526761637,1
MSFT,2021-04-27,Technology,1.13,1.78,2,1,0.14501351545430521,1.0,65.77151903311449,0.9472650790484538,1.0285927204166032,0.10471385672344868,0.0854222489708687,0.22216593709680965,0.013649265736450283,0.6096968169766986,0.8413230584997872,1.0619344227197742,0.06805777349338027,0.036656083230068415,1
MSFT,2021-01-26,Technology,1.13,1.64,1,1,0.12154714442695855,1.0,49.19391269691173,-0.7470147358437583,1.011314216671359,0.00970310511733219,-0.020209656579142754,0.056661546735855106,0.01324100869287724,0.43175939561633486,0.9815002567563978,0.9949753466725406,0.028157523207436475,-0.018454418090104285,1
MSFT,2020-10-27,Technology,1.13,1.55,4,1,0.10622456378179723,1.0,51.915002508978276,0.4815484381843811,0.9999791601310589,0.015902351138581183,0.042078466640631085,0.13882127690343138,0.017766478589071443,0.5502607802341801,0.8689823227018717,1.0227451274723984,0.01461065970669262,0.0012916914318885642,1
MSFT,2020-07-22,Technology,1.13,1.37,3,2,0.12285905735723315,1.0,59.80238416349592,-0.26478419445949,1.059832104014537,0.12235658011326334,0.03948271271086701,0.385070758770351,0.019102736036698927,0.6335708546255078,0.945935345579967,1.0461560775399423,0.03551272332590205,0.08684385678736128,1
MSFT,2020-04-29,Technology,1.13,1.27,2,2,0.13226850617613078,1.0,56.96249235037537,1.3097743073311574,1.002817401733921,0.12946669344993067,0.1187687437969982,0.13543412558804446,0.05786235530724362,0.6824419549255003,0.7327108264372659,1.1046787909552778,0.023258871776135726,0.10620782167379494,1
MSFT,2020-01-29,Technology,1.13,1.32,1,2,0.09857723567293368,1.0,68.76766276630684,0.28643490050462717,1.039340171007217,0.09474096881711813,0.0165607033836761,0.210776175048089,0.008396727470583966,0.4247456095242547,1.093020412955109,1.0441500228471938,0.060816173884652436,0.033924794932465696,1
MSFT,2019-10-23,Technology,1.13,1.24,4,2,0.1141658622110115,1.0,55.913856901363246,0.32262662744103443,1.007193599452173,0.0025701476363211295,-0.014957110417815445,0.06644654086116031,0.010973708082002124,0.5890583896941242,0.8863056356757187,1.0159668208913353,0.006574872892940675,-0.004004725256619546,1
MSFT,2019-07-18,Technology,1.13,1.21,3,3,0.09268208504541608,1.0,66.56735625418719,-0.047780409416849245,1.0413024598761602,0.1007711478523794,-0.002847292438218685,0.24361939367583685,0.013603056262314107,0.6184138242118528,0.8492585720620843,1.0417134890235178,0.07789724176546486,0.02287390608691453,1
MSFT,2019-04-24,Technology,1.13,1.0,2,2,0.08709384975129845,1.0,70.57768843783558,-0.09547821449503968,1.0446785912627878,0.10308893336305291,0.011361788942556572,0.16666684898924267,0.009140260424869751,0.44733146675298535,0.6878983365478029,1.0345002665536602,0.05714310877882767,0.04594582458422525,1
MSFT,2019-01-30,Technology,1.13,1.09,1,2,0.11066234073516432,1.0,55.86688207665719,0.6779044045879767,0.9773222999149198,-0.008179337011157362,0.04774152002053156,-0.05082810588518483,0.023715103500934816,0.37874731479059337,0.7229723838853703,1.0315127535857422,0.003325602592082033,-0.011504939603239395,1
MSFT,2018-10-24,Technology,1.13,0.97,4,2,0.10451914062218594,1.0,49.14839529059723,-0.4436485713407744,1.0136145946411115,0.01811681141940391,-0.018448757188256004,0.09698976156060768,0.016564426893955615,0.40434715668698124,1.3297177070937674,0.9892977988184447,-0.022350400894437072,0.04046721231384098,1
MSFT,2018-07-19,Technology,1.13,1.08,3,3,0.1880154890833232,1.0,66.73524785655823,0.3020868915668502,1.0133756845461812,0.05412799727713358,-0.013544961657491084,0.12132044479790727,0.010519521318346004,0.4009103226009275,0.7916298882513754,1.0347397726819014,0.035743889428691444,0.018384107848442133,1
MSFT,2018-04-26,Technology,1.13,0.85,2,3,0.1693180100917266,0.875,59.092454162564444,0.565921657856735,0.9956601588881147,0.01779072547193894,0.03773142980115329,0.14735545039274678,0.02363022692728431,0.6022499366555297,0.7719815552957101,1.036304504398503,-0.015078859704512837,0.03286958517645178,1
MSFT,2018-01-31,Technology,1.13,0.87,1,2,0.1592787259363359,0.875,74.19605153573505,0.25975654931193226,1.029855652501777,0.07732020796283634,0.014235014667743906,0.22535013309466478,0.008825642551745862,0.4309557932415838,1.1369657120731935,1.0504399011698358,0.06878265332034195,0.008537554642494394,1
MSFT,2017-10-26,Technology,1.13,0.73,4,3,0.1510192577655059,0.875,74.3228985094057,0.17889618101811655,1.0159820502824437,0.05312245915087144,0.024259598717252917,0.11463079735178106,0.006515817357894026,0.43649848965569676,0.8580435502107754,1.033517629845615,0.04249893111161196,0.010623528039259478,1
MSFT,2017-07-20,Technology,1.13,0.71,3,3,0.10336262833374289,0.875,61.14876450171706,0.16301094775290792,1.0029755833088227,0.02382312892817784,-0.029912031053065502,0.12082837318575934,0.011669265836247304,0.5255747745696391,0.7694388896030776,1.0206342961380666,0.009253614141391697,0.014569514786786142,1
MSFT,2017-04-27,Technology,1.13,0.7,2,3,0.08483584261945717,0.875,54.7423246043288,-0.06565775966573364,1.0089495526614665,0.011895199964578218,-0.005769960964716048,0.06337071624326662,0.004797610569726526,0.406828837504766,0.9243830484695195,1.0049402550423394,-0.0020947514066746997,0.013989951371252918,1
MSFT,2017-01-26,Technology,1.13,0.79,1,3,0.09366094513327428,0.875,49.80766749504351,-0.13658830143395773,1.021548319185162,0.03919932643719104,-0.004451583493971012,0.09940163839736105,0.008453701089396182,0.5311520242338016,0.9067707952219717,0.9957802908164691,0.02499583560847385,0.014203490828717191,1
MSFT,2016-10-20,Technology,1.13,0.68,4,3,0.09814748551213774,0.875,45.003475607716005,-0.0718436494059813,0.9992256611954199,-0.011633886826252993,0.013004968932959438,0.10059099137163052,0.009077880257456476,0.5312441993409106,0.9047449045689345,0.9926868340121628,-0.015198661401089053,0.0035647745748360604,1
MSFT,2016-07-19,Technology,1.13,0.58,3,1,0.072663516970093,0.75,63.307678776478475,0.28976021080728764,0.996893886069015,0.003962387722646676,0.0033342655354442474,0.02983271394090581,0.0147893523415054,0.25797607544399753,0.783697022524011,1.0389671645396805,0.029679001145826778,-0.0257166134231801,1
MSFT,2016-04-21,Technology,1.13,0.64,2,3,0.12292884715877225,0.875,59.66842557674936,-0.038628959583220546,1.0338327003124597,0.057497537727525305,0.029510938292109046,-0.0027281415834726763,0.011723132970743726,0.39040076105413885,0.8076759330501291,1.0263570503438022,0.0465655074294864,0.010932030298038908,0
